Train Number,Train Name,Source,Destination,Departure,Arrival,Journey Time (mins),Distance (km),Line/Route,Division,Direction
37163,Howrah - Bandel Local,Howrah,Bandel,09:04,10:08,64,40,Main Line,Howrah,UP
37603,Howrah - Tarakeswar Local,Howrah,Tarakeswar,09:04,10:35,91,57,Tarakeswar Line,Howrah,UP
37793,Howrah - Arambagh Local,Howrah,Arambagh,09:06,10:57,111,81,Tarakeswar Line,Howrah,UP
38111,Howrah - Belmuri Local,Howrah,Belmuri,09:08,10:16,68,46,Chord Line,Howrah,UP
37961,Howrah - Shrirampur Local,Howrah,Shrirampur,09:10,09:46,36,20,Main Line,Howrah,UP
38213,Howrah - Chandanpur Local,Howrah,Chandanpur,09:10,10:07,57,41,Chord Line,Howrah,UP
37165,Howrah - Bandel Local,Howrah,Bandel,09:16,10:21,65,40,Main Line,Howrah,UP
38397,Howrah - Kamarkundu Local,Howrah,Kamarkundu,09:18,10:15,57,33,Chord Line,Howrah,UP
38307,Howrah - Masagram Local,Howrah,Masagram,09:20,11:05,105,72,Chord Line,Howrah,UP
37351,Howrah - Barddhaman Local,Howrah,Barddhaman,09:22,11:53,151,107,Main Line,Howrah,UP
37605,Howrah - Tarakeswar Local,Howrah,Tarakeswar,09:22,10:52,90,57,Tarakeswar Line,Howrah,UP
37725,Howrah - Goghat Local,Howrah,Goghat,09:23,11:35,132,91,Tarakeswar Line,Howrah,UP
37477,Howrah - Barddhaman Local,Howrah,Barddhaman,09:24,11:41,137,95,Chord Line,Howrah,UP
37963,Howrah - Shrirampur Local,Howrah,Shrirampur,09:26,10:00,34,20,Main Line,Howrah,UP
37167,Howrah - Bandel Local,Howrah,Bandel,09:27,10:30,63,40,Main Line,Howrah,UP
37861,Howrah - Katwa Local,Howrah,Katwa,09:28,12:56,208,144,Main Line,Howrah,UP
38113,Howrah - Belmuri Local,Howrah,Belmuri,09:34,10:45,71,46,Chord Line,Howrah,UP
38215,Howrah - Chandanpur Local,Howrah,Chandanpur,09:37,10:33,56,41,Chord Line,Howrah,UP
38399,Howrah - Kamarkundu Local,Howrah,Kamarkundu,09:37,10:30,53,33,Chord Line,Howrah,UP
37607,Howrah - Tarakeswar Local,Howrah,Tarakeswar,09:38,11:05,87,57,Tarakeswar Line,Howrah,UP
37169,Howrah - Bandel Local,Howrah,Bandel,09:40,10:49,69,40,Main Line,Howrah,UP
37965,Howrah - Shrirampur Local,Howrah,Shrirampur,09:42,10:16,34,20,Main Line,Howrah,UP
37353,Howrah - Barddhaman Local,Howrah,Barddhaman,09:43,12:22,159,107,Main Line,Howrah,UP
37479,Howrah - Barddhaman Local,Howrah,Barddhaman,09:46,12:03,137,95,Chord Line,Howrah,UP
37795,Howrah - Arambagh Local,Howrah,Arambagh,09:48,11:47,119,81,Tarakeswar Line,Howrah,UP
37171,Howrah - Bandel Local,Howrah,Bandel,09:51,10:52,61,40,Main Line,Howrah,UP
38309,Howrah - Masagram Local,Howrah,Masagram,09:53,11:39,106,72,Chord Line,Howrah,UP
38401,Howrah - Kamarkundu Local,Howrah,Kamarkundu,09:56,10:49,53,33,Chord Line,Howrah,UP
37609,Howrah - Tarakeswar Local,Howrah,Tarakeswar,09:57,11:26,89,57,Tarakeswar Line,Howrah,UP
37967,Howrah - Shrirampur Local,Howrah,Shrirampur,09:57,10:33,36,20,Main Line,Howrah,UP
37727,Howrah - Goghat Local,Howrah,Goghat,10:00,12:08,128,91,Tarakeswar Line,Howrah,UP
38115,Howrah - Belmuri Local,Howrah,Belmuri,10:00,11:11,71,46,Chord Line,Howrah,UP
38217,Howrah - Chandanpur Local,Howrah,Chandanpur,10:00,10:59,59,41,Chord Line,Howrah,UP
37173,Howrah - Bandel Local,Howrah,Bandel,10:02,11:08,66,40,Main Line,Howrah,UP
37863,Howrah - Katwa Local,Howrah,Katwa,10:02,13:28,206,144,Main Line,Howrah,UP
37355,Howrah - Barddhaman Local,Howrah,Barddhaman,10:03,12:39,156,107,Main Line,Howrah,UP
37481,Howrah - Barddhaman Local,Howrah,Barddhaman,10:06,12:25,139,95,Chord Line,Howrah,UP
37969,Howrah - Shrirampur Local,Howrah,Shrirampur,10:10,10:42,32,20,Main Line,Howrah,UP
37175,Howrah - Bandel Local,Howrah,Bandel,10:12,11:20,68,40,Main Line,Howrah,UP
38403,Howrah - Kamarkundu Local,Howrah,Kamarkundu,10:14,11:09,55,33,Chord Line,Howrah,UP
37611,Howrah - Tarakeswar Local,Howrah,Tarakeswar,10:16,11:49,93,57,Tarakeswar Line,Howrah,UP
37357,Howrah - Barddhaman Local,Howrah,Barddhaman,10:21,12:54,153,107,Main Line,Howrah,UP
37177,Howrah - Bandel Local,Howrah,Bandel,10:24,11:33,69,40,Main Line,Howrah,UP
37971,Howrah - Shrirampur Local,Howrah,Shrirampur,10:24,11:01,37,20,Main Line,Howrah,UP
37797,Howrah - Arambagh Local,Howrah,Arambagh,10:26,12:23,117,81,Tarakeswar Line,Howrah,UP
38117,Howrah - Belmuri Local,Howrah,Belmuri,10:26,11:36,70,46,Chord Line,Howrah,UP
38311,Howrah - Masagram Local,Howrah,Masagram,10:26,12:07,101,72,Chord Line,Howrah,UP
38219,Howrah - Chandanpur Local,Howrah,Chandanpur,10:27,11:27,60,41,Chord Line,Howrah,UP
37483,Howrah - Barddhaman Local,Howrah,Barddhaman,10:28,12:39,131,95,Chord Line,Howrah,UP
38405,Howrah - Kamarkundu Local,Howrah,Kamarkundu,10:33,11:30,57,33,Chord Line,Howrah,UP
37613,Howrah - Tarakeswar Local,Howrah,Tarakeswar,10:34,12:03,89,57,Tarakeswar Line,Howrah,UP
37179,Howrah - Bandel Local,Howrah,Bandel,10:37,11:46,69,40,Main Line,Howrah,UP
37729,Howrah - Goghat Local,Howrah,Goghat,10:37,12:51,134,91,Tarakeswar Line,Howrah,UP
37973,Howrah - Shrirampur Local,Howrah,Shrirampur,10:38,11:15,37,20,Main Line,Howrah,UP
37865,Howrah - Katwa Local,Howrah,Katwa,10:39,14:08,209,144,Main Line,Howrah,UP
37359,Howrah - Barddhaman Local,Howrah,Barddhaman,10:43,13:22,159,107,Main Line,Howrah,UP
37181,Howrah - Bandel Local,Howrah,Bandel,10:49,11:52,63,40,Main Line,Howrah,UP
38119,Howrah - Belmuri Local,Howrah,Belmuri,10:49,12:00,71,46,Chord Line,Howrah,UP
37485,Howrah - Barddhaman Local,Howrah,Barddhaman,10:50,13:02,132,95,Chord Line,Howrah,UP
38221,Howrah - Chandanpur Local,Howrah,Chandanpur,10:51,11:55,64,41,Chord Line,Howrah,UP
37615,Howrah - Tarakeswar Local,Howrah,Tarakeswar,10:52,12:22,90,57,Tarakeswar Line,Howrah,UP
37975,Howrah - Shrirampur Local,Howrah,Shrirampur,10:52,11:24,32,20,Main Line,Howrah,UP
38407,Howrah - Kamarkundu Local,Howrah,Kamarkundu,10:54,11:45,51,33,Chord Line,Howrah,UP
38313,Howrah - Masagram Local,Howrah,Masagram,11:00,12:46,106,72,Chord Line,Howrah,UP
37183,Howrah - Bandel Local,Howrah,Bandel,11:02,12:05,63,40,Main Line,Howrah,UP
37361,Howrah - Barddhaman Local,Howrah,Barddhaman,11:03,13:36,153,107,Main Line,Howrah,UP
37799,Howrah - Arambagh Local,Howrah,Arambagh,11:06,13:01,115,81,Tarakeswar Line,Howrah,UP
37977,Howrah - Shrirampur Local,Howrah,Shrirampur,11:06,11:44,38,20,Main Line,Howrah,UP
37487,Howrah - Barddhaman Local,Howrah,Barddhaman,11:12,13:30,138,95,Chord Line,Howrah,UP
37617,Howrah - Tarakeswar Local,Howrah,Tarakeswar,11:12,12:39,87,57,Tarakeswar Line,Howrah,UP
37731,Howrah - Goghat Local,Howrah,Goghat,11:13,13:27,134,91,Tarakeswar Line,Howrah,UP
38121,Howrah - Belmuri Local,Howrah,Belmuri,11:14,12:27,73,46,Chord Line,Howrah,UP
38409,Howrah - Kamarkundu Local,Howrah,Kamarkundu,11:14,12:13,59,33,Chord Line,Howrah,UP
37867,Howrah - Katwa Local,Howrah,Katwa,11:15,14:47,212,144,Main Line,Howrah,UP
38223,Howrah - Chandanpur Local,Howrah,Chandanpur,11:15,12:12,57,41,Chord Line,Howrah,UP
37185,Howrah - Bandel Local,Howrah,Bandel,11:16,12:24,68,40,Main Line,Howrah,UP
37363,Howrah - Barddhaman Local,Howrah,Barddhaman,11:22,13:59,157,107,Main Line,Howrah,UP
37979,Howrah - Shrirampur Local,Howrah,Shrirampur,11:22,11:59,37,20,Main Line,Howrah,UP
37619,Howrah - Tarakeswar Local,Howrah,Tarakeswar,11:29,12:55,86,57,Tarakeswar Line,Howrah,UP
37187,Howrah - Bandel Local,Howrah,Bandel,11:30,12:37,67,40,Main Line,Howrah,UP
37489,Howrah - Barddhaman Local,Howrah,Barddhaman,11:33,13:47,134,95,Chord Line,Howrah,UP
37981,Howrah - Shrirampur Local,Howrah,Shrirampur,11:35,12:09,34,20,Main Line,Howrah,UP
38411,Howrah - Kamarkundu Local,Howrah,Kamarkundu,11:35,12:27,52,33,Chord Line,Howrah,UP
38315,Howrah - Masagram Local,Howrah,Masagram,11:37,13:25,108,72,Chord Line,Howrah,UP
38225,Howrah - Chandanpur Local,Howrah,Chandanpur,11:38,12:42,64,41,Chord Line,Howrah,UP
38123,Howrah - Belmuri Local,Howrah,Belmuri,11:39,12:46,67,46,Chord Line,Howrah,UP
37365,Howrah - Barddhaman Local,Howrah,Barddhaman,11:40,14:19,159,107,Main Line,Howrah,UP
37189,Howrah - Bandel Local,Howrah,Bandel,11:44,12:53,69,40,Main Line,Howrah,UP
37621,Howrah - Tarakeswar Local,Howrah,Tarakeswar,11:47,13:14,87,57,Tarakeswar Line,Howrah,UP
37801,Howrah - Arambagh Local,Howrah,Arambagh,11:48,13:43,115,81,Tarakeswar Line,Howrah,UP
37733,Howrah - Goghat Local,Howrah,Goghat,11:49,14:01,132,91,Tarakeswar Line,Howrah,UP
37983,Howrah - Shrirampur Local,Howrah,Shrirampur,11:49,12:27,38,20,Main Line,Howrah,UP
37869,Howrah - Katwa Local,Howrah,Katwa,11:50,15:21,211,144,Main Line,Howrah,UP
37491,Howrah - Barddhaman Local,Howrah,Barddhaman,11:51,14:10,139,95,Chord Line,Howrah,UP
38413,Howrah - Kamarkundu Local,Howrah,Kamarkundu,11:55,12:54,59,33,Chord Line,Howrah,UP
37191,Howrah - Bandel Local,Howrah,Bandel,11:58,13:04,66,40,Main Line,Howrah,UP
37367,Howrah - Barddhaman Local,Howrah,Barddhaman,12:01,14:35,154,107,Main Line,Howrah,UP
38227,Howrah - Chandanpur Local,Howrah,Chandanpur,12:02,13:03,61,41,Chord Line,Howrah,UP
37623,Howrah - Tarakeswar Local,Howrah,Tarakeswar,12:04,13:38,94,57,Tarakeswar Line,Howrah,UP
37985,Howrah - Shrirampur Local,Howrah,Shrirampur,12:06,12:43,37,20,Main Line,Howrah,UP
38125,Howrah - Belmuri Local,Howrah,Belmuri,12:06,13:19,73,46,Chord Line,Howrah,UP
37193,Howrah - Bandel Local,Howrah,Bandel,12:10,13:19,69,40,Main Line,Howrah,UP
38317,Howrah - Masagram Local,Howrah,Masagram,12:10,13:59,109,72,Chord Line,Howrah,UP
37493,Howrah - Barddhaman Local,Howrah,Barddhaman,12:13,14:24,131,95,Chord Line,Howrah,UP
38415,Howrah - Kamarkundu Local,Howrah,Kamarkundu,12:15,13:13,58,33,Chord Line,Howrah,UP
37369,Howrah - Barddhaman Local,Howrah,Barddhaman,12:19,14:54,155,107,Main Line,Howrah,UP
37987,Howrah - Shrirampur Local,Howrah,Shrirampur,12:20,12:53,33,20,Main Line,Howrah,UP
37195,Howrah - Bandel Local,Howrah,Bandel,12:23,13:25,62,40,Main Line,Howrah,UP
37625,Howrah - Tarakeswar Local,Howrah,Tarakeswar,12:23,13:56,93,57,Tarakeswar Line,Howrah,UP
37871,Howrah - Katwa Local,Howrah,Katwa,12:23,15:50,207,144,Main Line,Howrah,UP
37735,Howrah - Goghat Local,Howrah,Goghat,12:25,14:34,129,91,Tarakeswar Line,Howrah,UP
37803,Howrah - Arambagh Local,Howrah,Arambagh,12:28,14:20,112,81,Tarakeswar Line,Howrah,UP
38229,Howrah - Chandanpur Local,Howrah,Chandanpur,12:28,13:26,58,41,Chord Line,Howrah,UP
38127,Howrah - Belmuri Local,Howrah,Belmuri,12:30,13:43,73,46,Chord Line,Howrah,UP
37197,Howrah - Bandel Local,Howrah,Bandel,12:34,13:39,65,40,Main Line,Howrah,UP
37495,Howrah - Barddhaman Local,Howrah,Barddhaman,12:34,14:51,137,95,Chord Line,Howrah,UP
37989,Howrah - Shrirampur Local,Howrah,Shrirampur,12:35,13:09,34,20,Main Line,Howrah,UP
38417,Howrah - Kamarkundu Local,Howrah,Kamarkundu,12:36,13:31,55,33,Chord Line,Howrah,UP
37627,Howrah - Tarakeswar Local,Howrah,Tarakeswar,12:39,14:07,88,57,Tarakeswar Line,Howrah,UP
37371,Howrah - Barddhaman Local,Howrah,Barddhaman,12:40,15:13,153,107,Main Line,Howrah,UP
38319,Howrah - Masagram Local,Howrah,Masagram,12:46,14:31,105,72,Chord Line,Howrah,UP
37199,Howrah - Bandel Local,Howrah,Bandel,12:47,13:54,67,40,Main Line,Howrah,UP
37991,Howrah - Shrirampur Local,Howrah,Shrirampur,12:51,13:26,35,20,Main Line,Howrah,UP
38231,Howrah - Chandanpur Local,Howrah,Chandanpur,12:55,13:52,57,41,Chord Line,Howrah,UP
38419,Howrah - Kamarkundu Local,Howrah,Kamarkundu,12:55,13:51,56,33,Chord Line,Howrah,UP
37497,Howrah - Barddhaman Local,Howrah,Barddhaman,12:56,15:07,131,95,Chord Line,Howrah,UP
38129,Howrah - Belmuri Local,Howrah,Belmuri,12:56,14:04,68,46,Chord Line,Howrah,UP
37201,Howrah - Bandel Local,Howrah,Bandel,12:59,14:02,63,40,Main Line,Howrah,UP
37629,Howrah - Tarakeswar Local,Howrah,Tarakeswar,12:59,14:30,91,57,Tarakeswar Line,Howrah,UP
37873,Howrah - Katwa Local,Howrah,Katwa,12:59,16:28,209,144,Main Line,Howrah,UP
37737,Howrah - Goghat Local,Howrah,Goghat,13:00,15:12,132,91,Tarakeswar Line,Howrah,UP
37373,Howrah - Barddhaman Local,Howrah,Barddhaman,13:01,15:37,156,107,Main Line,Howrah,UP
37993,Howrah - Shrirampur Local,Howrah,Shrirampur,13:06,13:42,36,20,Main Line,Howrah,UP
37805,Howrah - Arambagh Local,Howrah,Arambagh,13:08,15:05,117,81,Tarakeswar Line,Howrah,UP
37203,Howrah - Bandel Local,Howrah,Bandel,13:11,14:12,61,40,Main Line,Howrah,UP
38421,Howrah - Kamarkundu Local,Howrah,Kamarkundu,13:14,14:10,56,33,Chord Line,Howrah,UP
37631,Howrah - Tarakeswar Local,Howrah,Tarakeswar,13:16,14:50,94,57,Tarakeswar Line,Howrah,UP
37499,Howrah - Barddhaman Local,Howrah,Barddhaman,13:18,15:33,135,95,Chord Line,Howrah,UP
37375,Howrah - Barddhaman Local,Howrah,Barddhaman,13:20,15:58,158,107,Main Line,Howrah,UP
37995,Howrah - Shrirampur Local,Howrah,Shrirampur,13:20,13:51,31,20,Main Line,Howrah,UP
38131,Howrah - Belmuri Local,Howrah,Belmuri,13:21,14:33,72,46,Chord Line,Howrah,UP
38233,Howrah - Chandanpur Local,Howrah,Chandanpur,13:21,14:22,61,41,Chord Line,Howrah,UP
38321,Howrah - Masagram Local,Howrah,Masagram,13:22,15:10,108,72,Chord Line,Howrah,UP
37205,Howrah - Bandel Local,Howrah,Bandel,13:23,14:32,69,40,Main Line,Howrah,UP
37207,Howrah - Bandel Local,Howrah,Bandel,13:33,14:39,66,40,Main Line,Howrah,UP
37739,Howrah - Goghat Local,Howrah,Goghat,13:34,15:40,126,91,Tarakeswar Line,Howrah,UP
37997,Howrah - Shrirampur Local,Howrah,Shrirampur,13:34,14:05,31,20,Main Line,Howrah,UP
37633,Howrah - Tarakeswar Local,Howrah,Tarakeswar,13:35,15:06,91,57,Tarakeswar Line,Howrah,UP
37875,Howrah - Katwa Local,Howrah,Katwa,13:35,17:01,206,144,Main Line,Howrah,UP
38423,Howrah - Kamarkundu Local,Howrah,Kamarkundu,13:35,14:26,51,33,Chord Line,Howrah,UP
37501,Howrah - Barddhaman Local,Howrah,Barddhaman,13:37,15:54,137,95,Chord Line,Howrah,UP
37377,Howrah - Barddhaman Local,Howrah,Barddhaman,13:38,16:09,151,107,Main Line,Howrah,UP
37209,Howrah - Bandel Local,Howrah,Bandel,13:44,14:52,68,40,Main Line,Howrah,UP
38235,Howrah - Chandanpur Local,Howrah,Chandanpur,13:45,14:47,62,41,Chord Line,Howrah,UP
38133,Howrah - Belmuri Local,Howrah,Belmuri,13:47,14:54,67,46,Chord Line,Howrah,UP
37807,Howrah - Arambagh Local,Howrah,Arambagh,13:48,15:42,114,81,Tarakeswar Line,Howrah,UP
37999,Howrah - Shrirampur Local,Howrah,Shrirampur,13:51,14:24,33,20,Main Line,Howrah,UP
37635,Howrah - Tarakeswar Local,Howrah,Tarakeswar,13:53,15:20,87,57,Tarakeswar Line,Howrah,UP
38323,Howrah - Masagram Local,Howrah,Masagram,13:55,15:36,101,72,Chord Line,Howrah,UP
38425,Howrah - Kamarkundu Local,Howrah,Kamarkundu,13:55,14:46,51,33,Chord Line,Howrah,UP
37211,Howrah - Bandel Local,Howrah,Bandel,13:56,14:57,61,40,Main Line,Howrah,UP
37503,Howrah - Barddhaman Local,Howrah,Barddhaman,13:58,16:13,135,95,Chord Line,Howrah,UP
37379,Howrah - Barddhaman Local,Howrah,Barddhaman,14:00,16:37,157,107,Main Line,Howrah,UP
38001,Howrah - Shrirampur Local,Howrah,Shrirampur,14:06,14:44,38,20,Main Line,Howrah,UP
37877,Howrah - Katwa Local,Howrah,Katwa,14:09,17:35,206,144,Main Line,Howrah,UP
37213,Howrah - Bandel Local,Howrah,Bandel,14:10,15:18,68,40,Main Line,Howrah,UP
37637,Howrah - Tarakeswar Local,Howrah,Tarakeswar,14:10,15:38,88,57,Tarakeswar Line,Howrah,UP
37741,Howrah - Goghat Local,Howrah,Goghat,14:11,16:24,133,91,Tarakeswar Line,Howrah,UP
38135,Howrah - Belmuri Local,Howrah,Belmuri,14:11,15:20,69,46,Chord Line,Howrah,UP
38237,Howrah - Chandanpur Local,Howrah,Chandanpur,14:11,15:15,64,41,Chord Line,Howrah,UP
38427,Howrah - Kamarkundu Local,Howrah,Kamarkundu,14:17,15:11,54,33,Chord Line,Howrah,UP
37505,Howrah - Barddhaman Local,Howrah,Barddhaman,14:18,16:31,133,95,Chord Line,Howrah,UP
38003,Howrah - Shrirampur Local,Howrah,Shrirampur,14:19,14:56,37,20,Main Line,Howrah,UP
37381,Howrah - Barddhaman Local,Howrah,Barddhaman,14:22,16:54,152,107,Main Line,Howrah,UP
37215,Howrah - Bandel Local,Howrah,Bandel,14:23,15:24,61,40,Main Line,Howrah,UP
37809,Howrah - Arambagh Local,Howrah,Arambagh,14:29,16:23,114,81,Tarakeswar Line,Howrah,UP
37639,Howrah - Tarakeswar Local,Howrah,Tarakeswar,14:30,15:56,86,57,Tarakeswar Line,Howrah,UP
38325,Howrah - Masagram Local,Howrah,Masagram,14:32,16:19,107,72,Chord Line,Howrah,UP
37217,Howrah - Bandel Local,Howrah,Bandel,14:35,15:40,65,40,Main Line,Howrah,UP
38005,Howrah - Shrirampur Local,Howrah,Shrirampur,14:35,15:11,36,20,Main Line,Howrah,UP
38137,Howrah - Belmuri Local,Howrah,Belmuri,14:35,15:48,73,46,Chord Line,Howrah,UP
38239,Howrah - Chandanpur Local,Howrah,Chandanpur,14:35,15:37,62,41,Chord Line,Howrah,UP
38429,Howrah - Kamarkundu Local,Howrah,Kamarkundu,14:35,15:34,59,33,Chord Line,Howrah,UP
37507,Howrah - Barddhaman Local,Howrah,Barddhaman,14:39,16:54,135,95,Chord Line,Howrah,UP
37383,Howrah - Barddhaman Local,Howrah,Barddhaman,14:42,17:21,159,107,Main Line,Howrah,UP
37879,Howrah - Katwa Local,Howrah,Katwa,14:43,18:12,209,144,Main Line,Howrah,UP
37641,Howrah - Tarakeswar Local,Howrah,Tarakeswar,14:47,16:19,92,57,Tarakeswar Line,Howrah,UP
37219,Howrah - Bandel Local,Howrah,Bandel,14:48,15:52,64,40,Main Line,Howrah,UP
37743,Howrah - Goghat Local,Howrah,Goghat,14:48,17:02,134,91,Tarakeswar Line,Howrah,UP
38007,Howrah - Shrirampur Local,Howrah,Shrirampur,14:49,15:24,35,20,Main Line,Howrah,UP
38431,Howrah - Kamarkundu Local,Howrah,Kamarkundu,14:55,15:50,55,33,Chord Line,Howrah,UP
38241,Howrah - Chandanpur Local,Howrah,Chandanpur,14:59,16:00,61,41,Chord Line,Howrah,UP
37509,Howrah - Barddhaman Local,Howrah,Barddhaman,15:00,17:11,131,95,Chord Line,Howrah,UP
38139,Howrah - Belmuri Local,Howrah,Belmuri,15:00,16:11,71,46,Chord Line,Howrah,UP
37221,Howrah - Bandel Local,Howrah,Bandel,15:02,16:11,69,40,Main Line,Howrah,UP
37385,Howrah - Barddhaman Local,Howrah,Barddhaman,15:03,17:36,153,107,Main Line,Howrah,UP
38009,Howrah - Shrirampur Local,Howrah,Shrirampur,15:03,15:36,33,20,Main Line,Howrah,UP
37643,Howrah - Tarakeswar Local,Howrah,Tarakeswar,15:06,16:33,87,57,Tarakeswar Line,Howrah,UP
38327,Howrah - Masagram Local,Howrah,Masagram,15:07,16:54,107,72,Chord Line,Howrah,UP
37811,Howrah - Arambagh Local,Howrah,Arambagh,15:11,17:07,116,81,Tarakeswar Line,Howrah,UP
37223,Howrah - Bandel Local,Howrah,Bandel,15:12,16:16,64,40,Main Line,Howrah,UP
38433,Howrah - Kamarkundu Local,Howrah,Kamarkundu,15:16,16:08,52,33,Chord Line,Howrah,UP
37881,Howrah - Katwa Local,Howrah,Katwa,15:20,18:52,212,144,Main Line,Howrah,UP
38011,Howrah - Shrirampur Local,Howrah,Shrirampur,15:20,15:53,33,20,Main Line,Howrah,UP
37511,Howrah - Barddhaman Local,Howrah,Barddhaman,15:22,17:35,133,95,Chord Line,Howrah,UP
37745,Howrah - Goghat Local,Howrah,Goghat,15:22,17:34,132,91,Tarakeswar Line,Howrah,UP
38243,Howrah - Chandanpur Local,Howrah,Chandanpur,15:22,16:25,63,41,Chord Line,Howrah,UP
37225,Howrah - Bandel Local,Howrah,Bandel,15:24,16:33,69,40,Main Line,Howrah,UP
37387,Howrah - Barddhaman Local,Howrah,Barddhaman,15:24,18:02,158,107,Main Line,Howrah,UP
37645,Howrah - Tarakeswar Local,Howrah,Tarakeswar,15:26,16:56,90,57,Tarakeswar Line,Howrah,UP
38141,Howrah - Belmuri Local,Howrah,Belmuri,15:27,16:39,72,46,Chord Line,Howrah,UP
38435,Howrah - Kamarkundu Local,Howrah,Kamarkundu,15:36,16:30,54,33,Chord Line,Howrah,UP
37227,Howrah - Bandel Local,Howrah,Bandel,15:37,16:44,67,40,Main Line,Howrah,UP
38013,Howrah - Shrirampur Local,Howrah,Shrirampur,15:37,16:16,39,20,Main Line,Howrah,UP
37647,Howrah - Tarakeswar Local,Howrah,Tarakeswar,15:42,17:09,87,57,Tarakeswar Line,Howrah,UP
37389,Howrah - Barddhaman Local,Howrah,Barddhaman,15:43,18:17,154,107,Main Line,Howrah,UP
37513,Howrah - Barddhaman Local,Howrah,Barddhaman,15:44,18:02,138,95,Chord Line,Howrah,UP
38329,Howrah - Masagram Local,Howrah,Masagram,15:44,17:26,102,72,Chord Line,Howrah,UP
38245,Howrah - Chandanpur Local,Howrah,Chandanpur,15:45,16:49,64,41,Chord Line,Howrah,UP
37229,Howrah - Bandel Local,Howrah,Bandel,15:50,16:53,63,40,Main Line,Howrah,UP
38143,Howrah - Belmuri Local,Howrah,Belmuri,15:50,16:56,66,46,Chord Line,Howrah,UP
37813,Howrah - Arambagh Local,Howrah,Arambagh,15:53,17:49,116,81,Tarakeswar Line,Howrah,UP
38015,Howrah - Shrirampur Local,Howrah,Shrirampur,15:54,16:26,32,20,Main Line,Howrah,UP
37883,Howrah - Katwa Local,Howrah,Katwa,15:56,19:30,214,144,Main Line,Howrah,UP
37747,Howrah - Goghat Local,Howrah,Goghat,15:57,18:08,131,91,Tarakeswar Line,Howrah,UP
37649,Howrah - Tarakeswar Local,Howrah,Tarakeswar,15:58,17:31,93,57,Tarakeswar Line,Howrah,UP
38437,Howrah - Kamarkundu Local,Howrah,Kamarkundu,15:58,16:55,57,33,Chord Line,Howrah,UP
37231,Howrah - Bandel Local,Howrah,Bandel,16:01,17:08,67,40,Main Line,Howrah,UP
37391,Howrah - Barddhaman Local,Howrah,Barddhaman,16:05,18:42,157,107,Main Line,Howrah,UP
37515,Howrah - Barddhaman Local,Howrah,Barddhaman,16:05,18:24,139,95,Chord Line,Howrah,UP
38017,Howrah - Shrirampur Local,Howrah,Shrirampur,16:08,16:47,39,20,Main Line,Howrah,UP
38247,Howrah - Chandanpur Local,Howrah,Chandanpur,16:08,17:11,63,41,Chord Line,Howrah,UP
38145,Howrah - Belmuri Local,Howrah,Belmuri,16:13,17:23,70,46,Chord Line,Howrah,UP
37233,Howrah - Bandel Local,Howrah,Bandel,16:14,17:19,65,40,Main Line,Howrah,UP
37651,Howrah - Tarakeswar Local,Howrah,Tarakeswar,16:16,17:43,87,57,Tarakeswar Line,Howrah,UP
38331,Howrah - Masagram Local,Howrah,Masagram,16:19,18:01,102,72,Chord Line,Howrah,UP
38439,Howrah - Kamarkundu Local,Howrah,Kamarkundu,16:19,17:16,57,33,Chord Line,Howrah,UP
37517,Howrah - Barddhaman Local,Howrah,Barddhaman,16:23,18:36,133,95,Chord Line,Howrah,UP
38019,Howrah - Shrirampur Local,Howrah,Shrirampur,16:24,16:58,34,20,Main Line,Howrah,UP
37235,Howrah - Bandel Local,Howrah,Bandel,16:25,17:32,67,40,Main Line,Howrah,UP
37393,Howrah - Barddhaman Local,Howrah,Barddhaman,16:26,19:00,154,107,Main Line,Howrah,UP
37885,Howrah - Katwa Local,Howrah,Katwa,16:29,20:02,213,144,Main Line,Howrah,UP
37653,Howrah - Tarakeswar Local,Howrah,Tarakeswar,16:32,18:02,90,57,Tarakeswar Line,Howrah,UP
37815,Howrah - Arambagh Local,Howrah,Arambagh,16:32,18:23,111,81,Tarakeswar Line,Howrah,UP
38249,Howrah - Chandanpur Local,Howrah,Chandanpur,16:32,17:32,60,41,Chord Line,Howrah,UP
37749,Howrah - Goghat Local,Howrah,Goghat,16:34,18:40,126,91,Tarakeswar Line,Howrah,UP
37237,Howrah - Bandel Local,Howrah,Bandel,16:35,17:44,69,40,Main Line,Howrah,UP
38441,Howrah - Kamarkundu Local,Howrah,Kamarkundu,16:37,17:32,55,33,Chord Line,Howrah,UP
38147,Howrah - Belmuri Local,Howrah,Belmuri,16:39,17:47,68,46,Chord Line,Howrah,UP
38021,Howrah - Shrirampur Local,Howrah,Shrirampur,16:40,17:18,38,20,Main Line,Howrah,UP
37519,Howrah - Barddhaman Local,Howrah,Barddhaman,16:41,19:00,139,95,Chord Line,Howrah,UP
37239,Howrah - Bandel Local,Howrah,Bandel,16:46,17:51,65,40,Main Line,Howrah,UP
37395,Howrah - Barddhaman Local,Howrah,Barddhaman,16:48,19:27,159,107,Main Line,Howrah,UP
37655,Howrah - Tarakeswar Local,Howrah,Tarakeswar,16:52,18:22,90,57,Tarakeswar Line,Howrah,UP
38333,Howrah - Masagram Local,Howrah,Masagram,16:55,18:41,106,72,Chord Line,Howrah,UP
38023,Howrah - Shrirampur Local,Howrah,Shrirampur,16:57,17:32,35,20,Main Line,Howrah,UP
